section,index,source,orphan_target
dat/equipment/description,23974,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23975,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23976,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23977,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,23978,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23979,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23980,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23981,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23982,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23983,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,23984,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23985,耐久力の高く、軽量化も{j}施された最新鋭の胴防具。{j}{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23986,耐久力の高く、軽量化も{j}施された最新鋭の胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23987,耐久力の高く、軽量化も{j}施された最新鋭の胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23988,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23989,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,23990,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23991,耐久力の高く、軽量化も{j}施された最新鋭の胴防具。{j}{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23992,耐久力の高く、軽量化も{j}施された最新鋭の胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23993,耐久力の高く、軽量化も{j}施された最新鋭の胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,24000,漆黒に包まれた胴防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24001,漆黒に包まれた胴防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24002,漆黒に包まれた胴防具。{j}古来より伝わる手法により{j}造られたもの。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24003,漆黒に包まれた胴防具。{j}古来より伝わる手法により{j}造られたもの。{c11}≪狩護防具≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24004,漆黒に包まれた胴防具。{j}古来より伝わる手法により{j}造られたもの。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24005,漆黒に包まれた胴防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,24006,漆黒に包まれた胴防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24007,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24008,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24009,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24010,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。{c11}≪狩護防具≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24011,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,24012,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24013,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24014,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24015,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24016,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24017,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,24018,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24019,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24020,権力の象徴とされている{j}胴防具。絶対的な力を{j}持つ証。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24021,古き時代より愛用されて{j}いる胴防具。職人たち{j}の技術の結晶。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24022,古き時代より愛用されて{j}いる胴防具。職人たち{j}の技術の結晶。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,24023,古き時代より愛用されて{j}いる胴防具。職人たち{j}の技術の結晶。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,24024,古き時代より愛用されて{j}いる胴防具。職人たち{j}の技術の結晶。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,24025,古き時代より愛用されて{j}いる胴防具。職人たち{j}の技術の結晶。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,28554,古くから儀式などで用いられ{j}てきた伝統的な腕防具。現代{j}風にアレンジされている。,新米狩人のために用意された{j}シンプルな腕防具。{j}Pretty good for the price.
dat/equipment/description,28555,古くから儀式などで用いられ{j}てきた伝統的な腕防具。現代{j}風にアレンジされている。,新米狩人のために用意された{j}シンプルな腕防具。{j}Pretty good for the price.
dat/equipment/description,29909,舞踊や祝いの席などで、まれ{j}に使用される腕防具。動きや{j}すいよう技巧をこらしてある。,試練を乗り越えんとする者の{j}みに与えられるという腕防具。{j}{c07}SP Armor: Yellow{/c}
dat/equipment/description,29910,舞踊や祝いの席などで、まれ{j}に使用される腕防具。動きや{j}すいよう技巧をこらしてある。,試練を乗り越えんとする者の{j}みに与えられるという腕防具。{j}{c07}SP Armor: Red{/c}
dat/equipment/description,29911,舞踊や祝いの席などで、まれ{j}に使用される腕防具。動きや{j}すいよう技巧をこらしてある。,試練を乗り越えんとする者の{j}みに与えられるという腕防具。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,29912,舞踊や祝いの席などで、まれ{j}に使用される腕防具。動きや{j}すいよう技巧をこらしてある。,金属とエビの殻をベースに{j}作られた堅牢な腕装備。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,29913,高級布材で作られた軽装狩猟{j}装備。様々な局面に対応でき{j}るように細工されている。,金属とエビの殻をベースに{j}作られた堅牢な腕装備。{j}{c07}SP Armor: Green{/c}
dat/equipment/description,29914,高級布材で作られた軽装狩猟{j}装備。様々な局面に対応でき{j}るように細工されている。,金属とエビの殻をベースに{j}作られた堅牢な腕装備。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,29915,高級布材で作られた軽装狩猟{j}装備。様々な局面に対応でき{j}るように細工されている。,キングロブスタの殻と金属を{j}組み合わせてできた腕装備。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,29916,高級布材で作られた軽装狩猟{j}装備。様々な局面に対応でき{j}るように細工されている。,キングロブスタの殻と金属を{j}組み合わせてできた腕装備。{j}{c07}SP Armor: Green{/c}
dat/equipment/description,29917,高級布材で作られた軽装狩猟{j}装備。様々な局面に対応でき{j}るように細工されている。,キングロブスタの殻と金属を{j}組み合わせてできた腕装備。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,29921,高級布材で作られた軽装狩猟{j}装備。様々な局面に対応でき{j}るように細工されている。,"Gear for hunting in packs,{j}it's ideally suited to{j}特に罠類の扱いに長ける。"
dat/equipment/description,29922,高級布材で作られた軽装狩猟{j}装備。様々な局面に対応でき{j}るように細工されている。,"Gear for hunting in packs,{j}it's ideally suited to{j}特に罠類の扱いに長ける。"
dat/equipment/description,29927,高級布材で作られた軽装狩猟{j}装備。様々な局面に対応でき{j}るように細工されている。,Made from the finest items.{j}Its fresh design is sure to{j}熟練狩人にも勇気を与える。
dat/equipment/description,30011,高名なデザイナーが考案した{j}汎用性の高い腕防具。比較的{j}武器種を選ばずに使用できる。,Made from the Hypnocatrice.{j}衝撃吸収性に優れている。{j}{c07}SP Armor: Green{/c}
dat/equipment/description,30012,高名なデザイナーが考案した{j}汎用性の高い腕防具。比較的{j}武器種を選ばずに使用できる。,Made from the Hypnocatrice.{j}衝撃吸収性に優れている。{j}{c07}SP Armor: Red{/c}
dat/equipment/description,30013,高名なデザイナーが考案した{j}汎用性の高い腕防具。比較的{j}武器種を選ばずに使用できる。,Made from the Hypnocatrice.{j}衝撃吸収性に優れている。{j}{c07}SP Armor: Yellow{/c}
dat/equipment/description,30034,まるで身体の一部であるかの{j}ように重さを感じさせないと{j}評判の腕防具。,片手剣技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30035,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,双剣技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30036,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,大剣技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30037,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,太刀技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30038,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,鎚技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30039,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,狩猟笛技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30040,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,槍技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30041,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,銃槍技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30042,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,軽銃技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30043,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,重銃技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30044,強く威厳を感じさせる腕防具。{j}耐久性向上のための特殊な{j}加工が施されている。,弓技を習得し始めた者が{j}may even dream of donning{j}練習用の腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,30063,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腕防具。わりとオシャレ。,遺跡で発見された破片を元に{j}模造し、組み上げた狩猟用の{j}lines of ancient battles.
dat/equipment/description,30064,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腕防具。わりとオシャレ。,遺跡で発見された破片を元に{j}模造し、組み上げた狩猟用の{j}lines of ancient battles.
dat/equipment/description,30172,イャンクック亜種をモチーフ{j}にした狩猟装備。その見た目{j}で若者の間で人気上昇中。,Made for Hunters who crave{j}為に作られた腕装備。その{j}enhance your weapons.
dat/equipment/description,30173,イャンクック亜種をモチーフ{j}にした狩猟装備。その見た目{j}で若者の間で人気上昇中。,Made for Hunters who crave{j}為に作られた腕装備。その{j}enhance your weapons.
dat/equipment/description,30214,遠方大陸の学徒が着ていた{j}制服を改修した軽装の腕用{j}防具。わりと涼しい。,Given to Dojo graduates so{j}魂のこもった腕用装備。{j}{c07}SP Armor: White{/c}
dat/equipment/description,30215,遠方大陸の学徒が着ていた{j}制服を改修した軽装の腕用{j}防具。わりと涼しい。,Given to Dojo graduates so{j}魂のこもった腕用装備。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,30216,遠方大陸の学徒が着ていた{j}制服を改修した軽装の腕用{j}防具。わりと涼しい。,Given to Dojo graduates so{j}魂のこもった腕用装備。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,30236,高度な技術で精錬した{j}金属を用いた重厚な腕防具。{j}着るには相当の筋力が不可欠。,黒鎧竜の素材を用いて新たに{j}作成された腕防具。従来より{j}slimline than ever.
dat/equipment/description,30237,非常に頑丈な繊維で織られた{j}腕防具。軽く丈夫な為、狩人{j}から旅人まで愛好者は多い。,黒鎧竜の素材を用いて新たに{j}作成された腕防具。従来より{j}slimline than ever.
dat/equipment/description,37063,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37064,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37065,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37066,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,37067,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37068,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37069,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37070,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37071,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37072,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,37073,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37074,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37075,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37076,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37077,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37078,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,37079,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37080,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37081,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37082,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37083,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37084,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,37085,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37086,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37087,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37088,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37089,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37090,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,37091,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37092,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37093,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37094,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37095,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。若者に評価が高い。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37096,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,37097,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37098,独自のセンスを磨きあげた{j}職人の手により造られた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37099,異邦より来訪したハンターが{j}着ていた腕防具。狩猟に{j}おいて軽快な身動きが可能。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37100,異邦より来訪したハンターが{j}着ていた腕防具。狩猟に{j}おいて軽快な身動きが可能。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37101,異邦より来訪したハンターが{j}着ていた腕防具。狩猟に{j}おいて軽快な身動きが可能。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37102,異邦より来訪したハンターが{j}着ていた腕防具。{j}{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,37103,異邦より来訪したハンターが{j}着ていた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37104,異邦より来訪したハンターが{j}着ていた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37105,異邦より来訪したハンターが{j}着ていた腕防具。狩猟に{j}おいて軽快な身動きが可能。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37106,異邦より来訪したハンターが{j}着ていた腕防具。狩猟に{j}おいて軽快な身動きが可能。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37107,異邦より来訪したハンターが{j}着ていた腕防具。狩猟に{j}おいて軽快な身動きが可能。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37108,異邦より来訪したハンターが{j}着ていた腕防具。{j}{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,37109,異邦より来訪したハンターが{j}着ていた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37110,異邦より来訪したハンターが{j}着ていた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37453,漆黒に包まれた腕防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
