index,source,target
36243,闇に溶け込むほど黒く、妖しい{j}腕用装備。しなやかなその造り{j}は、持つ武器を選ばない。,
36244,闇に溶け込むほど黒く、妖しい{j}腕用装備。しなやかなその造り{j}は、持つ武器を選ばない。,
36245,数々の苦難を乗り越えた証の{j}防具。力が漲り、疾風怒濤の{j}勢いで敵を追い詰める。,
36246,数々の苦難を乗り越えた証の{j}防具。力が漲り、疾風怒濤の{j}勢いで敵を追い詰める。,
36247,数々の苦難を乗り越えた証の{j}防具。力が漲り、疾風怒濤の{j}勢いで敵を追い詰める。,
36248,数々の苦難を乗り越えた証の{j}防具。力が漲り、疾風怒濤の{j}勢いで敵を追い詰める。,
36249,数々の苦難を乗り越えた証の{j}防具。力が漲り、疾風怒濤の{j}勢いで敵を追い詰める。,
36250,数々の苦難を乗り越えた証の{j}防具。力が漲り、疾風怒濤の{j}勢いで敵を追い詰める。,
36251,不撓不屈の精神で{j}道を切り拓いた者が{j}手にできる渇望の腕防具。,
36252,不撓不屈の精神で{j}道を切り拓いた者が{j}手にできる渇望の腕防具。,
36253,不撓不屈の精神で{j}道を切り拓いた者が{j}手にできる渇望の腕防具。,
36254,不撓不屈の精神で{j}道を切り拓いた者が手にする{j}希少な腕防具。{c11}≪狩護防具≫{/c},
36255,不撓不屈の精神で{j}道を切り拓いた者が手にする{j}希少な腕防具。{c11}≪Ｇ級狩護≫{/c},
36256,不撓不屈の精神で{j}道を切り拓いた者が手にする{j}希少な腕防具。{c11}≪Ｇ級狩護≫{/c},
36257,不撓不屈の精神で{j}道を切り拓いた者が{j}手にできる渇望の腕防具。,
36258,不撓不屈の精神で{j}道を切り拓いた者が{j}手にできる渇望の腕防具。,
36259,不撓不屈の精神で{j}道を切り拓いた者が{j}手にできる渇望の腕防具。,
36260,不撓不屈の精神で{j}道を切り拓いた者が手にする{j}希少な腕防具。{c11}≪狩護防具≫{/c},
36261,不撓不屈の精神で{j}道を切り拓いた者が手にする{j}希少な腕防具。{c11}≪Ｇ級狩護≫{/c},
36262,不撓不屈の精神で{j}道を切り拓いた者が手にする{j}希少な腕防具。{c11}≪Ｇ級狩護≫{/c},
36263,肌に馴染む柔らかな手触りが{j}特徴の腕防具。跳緋獣の如く{j}軽快な動きを可能にする。,
36264,肌に馴染む柔らかな手触りが{j}特徴の腕防具。跳緋獣の如く{j}軽快な動きを可能にする。,
36265,肌に馴染む柔らかな手触りが{j}特徴の腕防具。跳緋獣の如く{j}軽快な動きを可能にする。,
36266,肌に馴染む柔らかな手触りが{j}特徴の腕防具。跳緋獣の如く{j}軽快な動きを可能にする。,
36267,肌に馴染む柔らかな手触りが{j}特徴の腕防具。跳緋獣の如く{j}軽快な動きを可能にする。,
36268,肌に馴染む柔らかな手触りが{j}特徴の腕防具。跳緋獣の如く{j}軽快な動きを可能にする。,
36269,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪剛種防具≫{/c},
36270,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪天嵐防具≫{/c},
36271,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪覇種防具≫{/c},
36272,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪Ｇ級覇種≫{/c},
36273,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪烈種防具≫{/c},
36274,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪剛種防具≫{/c},
36275,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪天嵐防具≫{/c},
36276,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪覇種防具≫{/c},
36277,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪Ｇ級覇種≫{/c},
36278,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪烈種防具≫{/c},
36279,爆炎の如き力を得る腕防具。{j}身に纏う者の能力を高める。{j}{c02}≪烈種防具≫{/c},
36280,爆炎の如き力を得る腕防具。{j}身に纏う者の能力を高める。{j}{c02}≪烈種防具≫{/c},
36281,飛竜の素材を余すことなく{j}使いきって作られた腕防具。{j}体に馴染む。{c02}≪烈種防具≫{/c},
36282,様々な飛竜の素材を組み合{j}わせた腕防具。動きの邪魔{j}をしない。{c02}≪烈種防具≫{/c},
36283,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36284,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36285,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36286,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪狩護防具≫{/c},
36287,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36288,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36289,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36290,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36291,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36292,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪狩護防具≫{/c},
36293,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36294,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36295,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36296,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36297,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36298,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪狩護防具≫{/c},
36299,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36300,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36301,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36302,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36303,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36304,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪狩護防具≫{/c},
36305,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36306,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36307,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36308,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36309,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36310,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪狩護防具≫{/c},
36311,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36312,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36313,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36314,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36315,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36316,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪狩護防具≫{/c},
36317,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36318,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36319,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36320,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36321,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36322,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪狩護防具≫{/c},
36323,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36324,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36325,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36326,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36327,きめ細やかな装飾が{j}美しい腕防具。凛とした{j}印象のデザイン。,
36328,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪狩護防具≫{/c},
36329,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36330,きめ細やかな装飾が{j}美しい腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36331,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36332,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36333,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36334,祭り好きの職人が手掛けた{j}腕防具。{j}{c11}≪狩護防具≫{/c},
36335,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36336,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36337,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36338,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36339,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36340,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36341,祭り好きの職人が手掛けた{j}腕防具。{j}{c11}≪狩護防具≫{/c},
36342,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36343,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36344,祭り好きの職人が手掛けた{j}腕防具。祭事の賑やかさを{j}落とし込んだデザイン。,
36345,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,
36346,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,
36347,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,
36348,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,
36349,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,
36350,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,
36351,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36352,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36353,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36354,オシャレ好きな職人が{j}編み出した腕防具。{j}{c11}≪狩護防具≫{/c},
36355,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36356,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36357,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36358,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36359,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36360,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36361,オシャレ好きな職人が{j}編み出した腕防具。{j}{c11}≪狩護防具≫{/c},
36362,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36363,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36364,オシャレ好きな職人が{j}編み出した腕防具。{j}優雅な身のこなしを実現。,
36365,司銀龍の流体金属を精製し{j}細部に至るまで頑強に{j}造られた腕防具。,
36366,司銀龍の流体金属を精製し{j}細部に至るまで頑強に{j}造られた腕防具。,
36367,司銀龍の流体金属を精製し{j}細部に至るまで頑強に{j}造られた腕防具。,
36368,司銀龍の流体金属を精製し{j}細部に至るまで頑強に{j}造られた腕防具。,
36369,司銀龍の流体金属を精製し{j}細部に至るまで頑強に{j}造られた腕防具。,
36370,司銀龍の流体金属を精製し{j}細部に至るまで頑強に{j}造られた腕防具。,
36371,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪剛種防具≫{/c},
36372,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪天嵐防具≫{/c},
36373,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪覇種防具≫{/c},
36374,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪Ｇ級覇種≫{/c},
36375,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪烈種防具≫{/c},
36376,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪剛種防具≫{/c},
36377,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪天嵐防具≫{/c},
36378,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪覇種防具≫{/c},
36379,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪Ｇ級覇種≫{/c},
36380,流体金属を磨き上げた{j}美しい司銀龍の腕防具。{j}{c02}≪烈種防具≫{/c},
36381,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪剛種防具≫{/c},
36382,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪天嵐防具≫{/c},
36383,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪覇種防具≫{/c},
36384,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪Ｇ級覇種≫{/c},
36385,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪烈種防具≫{/c},
36386,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪剛種防具≫{/c},
36387,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪天嵐防具≫{/c},
36388,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪覇種防具≫{/c},
36389,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪Ｇ級覇種≫{/c},
36390,始種の堂々たる風格を{j}漂わせる水砦竜の腕防具。{j}{c02}≪烈種防具≫{/c},
36391,覇竜の素材を使用した{j}漆黒の腕防具。細部に{j}至るまで丁寧な作り。,
36392,覇竜の素材を使用した{j}漆黒の腕防具。細部に{j}至るまで丁寧な作り。,
36393,覇竜の素材を使用した{j}漆黒の腕防具。細部に{j}至るまで丁寧な作り。,
36394,覇竜の素材を使用した{j}漆黒の腕防具。細部に{j}至るまで丁寧な作り。,
36395,覇竜の素材を使用した{j}漆黒の腕防具。細部に{j}至るまで丁寧な作り。,
36396,覇竜の素材を使用した{j}漆黒の腕防具。細部に{j}至るまで丁寧な作り。,
36397,翠水竜の素材を使用した{j}腕防具。着用をすると{j}爽快感がたまらない。,
36398,翠水竜の素材を使用した{j}腕防具。着用をすると{j}爽快感がたまらない。,
36399,翠水竜の素材を使用した{j}腕防具。着用をすると{j}爽快感がたまらない。,
36400,翠水竜の素材を使用した{j}腕防具。着用をすると{j}爽快感がたまらない。,
36401,翠水竜の素材を使用した{j}腕防具。着用をすると{j}爽快感がたまらない。,
36402,翠水竜の素材を使用した{j}腕防具。着用をすると{j}爽快感がたまらない。,
36403,眠鳥の素材を使用した腕防具。{j}羽毛を散りばめられ{j}非常に柔軟な作り。,
36404,眠鳥の素材を使用した腕防具。{j}羽毛を散りばめられ{j}非常に柔軟な作り。,
36405,眠鳥の素材を使用した腕防具。{j}羽毛を散りばめられ{j}非常に柔軟な作り。,
36406,眠鳥の素材を使用した腕防具。{j}羽毛を散りばめられ{j}非常に柔軟な作り。,
36407,眠鳥の素材を使用した腕防具。{j}羽毛を散りばめられ{j}非常に柔軟な作り。,
36408,眠鳥の素材を使用した腕防具。{j}羽毛を散りばめられ{j}非常に柔軟な作り。,
36409,雷獣の魂が宿る蒼白の手甲。{j}この手で振るわれし武器、{j}雷光の如し。{c02}≪始種防具≫{/c},
36410,雷獣の魂が宿る蒼白の手甲。{j}この手で振るわれし武器、{j}雷光の如し。{c02}≪始種防具≫{/c},
36411,喰血竜の素材を使った腕防具。{j}渇望に耐える強い意志を持つ{j}者のみ着用可能。{c02}≪始種防具≫{/c},
36412,喰血竜の素材を使った腕防具。{j}渇望に耐える強い意志を持つ{j}者のみ着用可能。{c02}≪始種防具≫{/c},
36413,獲物を貪る呑竜を表現した{j}腕防具。時には、餓えた者が{j}一番強いのだ。{c02}≪始種防具≫{/c},
36414,獲物を貪る呑竜を表現した{j}腕防具。時には、餓えた者が{j}一番強いのだ。{c02}≪始種防具≫{/c},
36415,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36416,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36417,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36418,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪狩護防具≫{/c},
36419,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36420,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36421,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36422,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36423,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36424,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪狩護防具≫{/c},
36425,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36426,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36427,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36428,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36429,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36430,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪狩護防具≫{/c},
36431,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36432,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36433,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36434,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36435,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36436,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪狩護防具≫{/c},
36437,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36438,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36439,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36440,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36441,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36442,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪狩護防具≫{/c},
36443,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36444,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36445,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36446,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36447,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36448,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪狩護防具≫{/c},
36449,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36450,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36451,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36452,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36453,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36454,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪狩護防具≫{/c},
36455,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36456,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36457,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36458,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36459,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}軽く丈夫な作り。,
36460,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪狩護防具≫{/c},
36461,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36462,遠国の由緒ある騎士団が{j}流布していた腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36463,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36464,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36465,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36466,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪狩護防具≫{/c},
36467,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36468,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36469,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36470,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36471,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36472,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪狩護防具≫{/c},
36473,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36474,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36475,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36476,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36477,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36478,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪狩護防具≫{/c},
36479,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36480,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36481,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36482,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36483,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36484,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪狩護防具≫{/c},
36485,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36486,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36487,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36488,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36489,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36490,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪狩護防具≫{/c},
36491,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36492,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36493,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36494,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36495,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36496,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪狩護防具≫{/c},
36497,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36498,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36499,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36500,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36501,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36502,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪狩護防具≫{/c},
36503,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36504,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36505,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36506,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36507,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}通気性に富む。,
36508,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪狩護防具≫{/c},
36509,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36510,異国の水辺に住まう人々の{j}衣服を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c},
36511,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}豪奢な腕防具。,
36512,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}豪奢な腕防具。,
36513,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}豪奢な腕防具。,
36514,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}腕防具。{c11}≪狩護防具≫{/c},
36515,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},
36516,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},
36517,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}豪奢な腕防具。,
36518,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}豪奢な腕防具。,
36519,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}豪奢な腕防具。,
36520,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}腕防具。{c11}≪狩護防具≫{/c},
36521,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},
36522,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}腕防具。{c11}≪Ｇ級狩護≫{/c},
36523,宝石に魅せられた遠国の{j}王が自国の職人に作らせた{j}豪奢な腕防具。,
