index,source,target
8083,リサーザHSガード,Gardes Risaaza HS
8084,リサーザGSガード,Gardes Risaaza GS
8085,リサーザGPガード,Gardes Risaaza GP
8086,ガウシカグローブ,
8087,ガウシカＦグローブ,
8088,ガウシカFYグローブ,
8089,ガウシカHSグローブ,
8090,ガウシカＧグローブ,
8091,ガウシカGFグローブ,
8092,ガウシカGXグローブ,
8093,クオイズアーム,Brassards Quoiz
8094,クオイズＦアーム,Brassards Quoiz F
8095,クオイズFYアーム,Brassards Quoiz FY
8096,クオイズHSアーム,Brassards Quoiz HS
8097,クオイズＧアーム,Brassards Quoiz G
8098,クオイズGFアーム,Brassards Quoiz GF
8099,クオイズGXアーム,Brassards Quoiz GX
8100,クオイズガード,Gardes Quoiz
8101,クオイズＦガード,Gardes Quoiz F
8102,クオイズFYガード,Gardes Quoiz FY
8103,クオイズHSガード,Gardes Quoiz HS
8104,クオイズＧガード,Gardes Quoiz G
8105,クオイズGFガード,Gardes Quoiz GF
8106,クオイズGXガード,Gardes Quoiz GX
8107,カライスアーム,Brassards Kalais
8108,カライスＦアーム,Brassards Kalais F
8109,カライスFYアーム,Brassards Kalais FY
8110,カライスHSアーム,Brassards Kalais HS
8111,カライスＧアーム,Brassards Kalais G
8112,カライスGFアーム,Brassards Kalais GF
8113,カライスGXアーム,Brassards Kalais GX
8114,カライスガード,Gardes Kalais
8115,カライスＦガード,Gardes Kalais F
8116,カライスFYガード,Gardes Kalais FY
8117,カライスHSガード,Gardes Kalais HS
8118,カライスＧガード,Gardes Kalais G
8119,カライスGFガード,Gardes Kalais GF
8120,カライスGXガード,Gardes Kalais GX
8121,ヨルティアーム,Brassards Yoruti
8122,ヨルティＦアーム,Brassards Yoruti F
8123,ヨルティFYアーム,Brassards Yoruti FY
8124,ヨルティHSアーム,Brassards Yoruti HS
8125,ヨルティＧアーム,Brassards Yoruti G
8126,ヨルティGFアーム,Brassards Yoruti GF
8127,ヨルティGXアーム,Brassards Yoruti GX
8128,ヨルティガード,Gardes Yoruti
8129,ヨルティＦガード,Gardes Yoruti F
8130,ヨルティFYガード,Gardes Yoruti FY
8131,ヨルティHSガード,Gardes Yoruti HS
8132,ヨルティＧガード,Gardes Yoruti G
8133,ヨルティGFガード,Gardes Yoruti GF
8134,ヨルティGXガード,Gardes Yoruti GX
8135,ハラガンアーム,Brassards Haragan
8136,ハラガンＦアーム,Brassards Haragan F
8137,ハラガンFYアーム,Brassards Haragan FY
8138,ハラガンHSアーム,Brassards Haragan HS
8139,ハラガンＧアーム,Brassards Haragan G
8140,ハラガンGFアーム,Brassards Haragan GF
8141,ハラガンGXアーム,Brassards Haragan GX
8142,ハラガンガード,Gardes Haragan
8143,ハラガンＦガード,Gardes Haragan F
8144,ハラガンFYガード,Gardes Haragan FY
8145,ハラガンHSガード,Gardes Haragan HS
8146,ハラガンＧガード,Gardes Haragan G
8147,ハラガンGFガード,Gardes Haragan GF
8148,ハラガンGXガード,Gardes Haragan GX
8149,ライオスアーム,Brassards Rios
8150,ライオスＦアーム,Brassards Rios F
8151,ライオスFYアーム,Brassards Rios FY
8152,ライオスHSアーム,Brassards Rios HS
8153,ライオスＧアーム,Brassards Rios G
8154,ライオスGFアーム,Brassards Rios GF
8155,ライオスGXアーム,Brassards Rios GX
8156,ライオスガード,Gardes Rios
8157,ライオスＦガード,Gardes Rios F
8158,ライオスFYガード,Gardes Rios FY
8159,ライオスHSガード,Gardes Rios HS
8160,ライオスＧガード,Gardes Rios G
8161,ライオスGFガード,Gardes Rios GF
8162,ライオスGXガード,Gardes Rios GX
8163,崩霧【袖】,
8164,崩霧Ｆ【袖】,
8165,崩霧FY【袖】,
8166,崩霧HS【袖】,
8167,崩霧Ｇ【袖】,
8168,崩霧GF【袖】,
8169,崩霧GX【袖】,
8170,迅霧【袖】,
8171,迅霧Ｆ【袖】,
8172,迅霧FY【袖】,
8173,迅霧HS【袖】,
8174,迅霧Ｇ【袖】,
8175,迅霧GF【袖】,
8176,迅霧GX【袖】,
8177,ロドクルアーム,Brassards Rodokuru
8178,ロドクルＦアーム,Brassards Rodokuru F
8179,ロドクルFYアーム,Brassards Rodokuru FY
8180,ロドクルHSアーム,Brassards Rodokuru HS
8181,ロドクルＧアーム,Brassards Rodokuru G
8182,ロドクルGFアーム,Brassards Rodokuru GF
8183,ロドクルGXアーム,Brassards Rodokuru GX
8184,ノワールFYアーム,
8185,ノワールHSアーム,
8186,ノワールＧアーム,
8187,ノワールGFアーム,
8188,ノワールGXアーム,
8189,鬼神ノ篭手Ｇ,
8190,鬼神ノ篭手GF,
8191,鬼神ノ篭手GX,
8192,童子ノ篭手Ｇ,
8193,童子ノ篭手GF,
8194,童子ノ篭手GX,
8195,トゥールムアーム,Brassards Trume
8196,トゥールムＦアーム,Brassards Trume F
8197,トゥールムFZアーム,Brassards Trume FZ
8198,トゥールムHSアーム,Brassards Trume HS
8199,トゥールムGSアーム,Brassards Trume GS
8200,トゥールムGPアーム,Brassards Trume GP
8201,トゥールムガード,Gardes Trume
8202,トゥールムＦガード,Gardes Trume F
8203,トゥールムFZガード,Gardes Trume FZ
8204,トゥールムHSガード,Gardes Trume HS
8205,トゥールムGSガード,Gardes Trume GS
8206,トゥールムGPガード,Gardes Trume GP
8207,ゴゴＧアーム,Brassards Gogomoa G
8208,ゴゴGFアーム,Brassards Gogomoa GF
8209,ゴゴGXアーム,Brassards Gogomoa GX
8210,ゴゴＧガード,Gardes Gogomoa G
8211,ゴゴGFガード,Gardes Gogomoa GF
8212,ゴゴGXガード,Gardes Gogomoa GX
8213,ヴァルアーム,Brassards Varusa
8214,ヴァルＦアーム,Brassards Varusa F
8215,ヴァルFXアーム,Brassards Varusa FX
8216,ヴァルＧアーム,Brassards Varusa G
8217,ヴァルGFアーム,Brassards Varusa GF
8218,ヴァルガード,Gardes Varusa
8219,ヴァルＦガード,Gardes Varusa F
8220,ヴァルFXガード,Gardes Varusa FX
8221,ヴァルＧガード,Gardes Varusa G
8222,ヴァルGFガード,Gardes Varusa GF
8223,フレイムGFアーム,Brassards Flamme GF
8224,フレイムGFガード,Gardes Flamme GF
8225,リルスGFアーム,Brassards Lils GF
8226,リルスGFガード,Gardes Lils GF
8227,アステリアーム・白,Brassards Asteri blancs
8228,アステリＦアーム・白,Brassards Asteri F blancs
8229,アステリFZアーム・白,Brassards Asteri FZ blancs
8230,アステリHSアーム・白,Brassards Asteri HS blancs
8231,アステリGSアーム・白,Brassards Asteri GS blancs
8232,アステリGPアーム・白,Brassards Asteri GP blancs
8233,アステリガード・白,Gardes Asteri blanches
8234,アステリＦガード・白,Gardes Asteri F blanches
8235,アステリFZガード・白,Gardes Asteri FZ blanches
8236,アステリHSガード・白,Gardes Asteri HS blanches
8237,アステリGSガード・白,Gardes Asteri GS blanches
8238,アステリGPガード・白,Gardes Asteri GP blanches
8239,アステリアーム・青,Brassards Asteri bleus
8240,アステリＦアーム・青,Brassards Asteri F bleus
8241,アステリFZアーム・青,Brassards Asteri FZ bleus
8242,アステリHSアーム・青,Brassards Asteri HS bleus
8243,アステリGSアーム・青,Brassards Asteri GS bleus
8244,アステリGPアーム・青,Brassards Asteri GP bleus
8245,アステリガード・青,Gardes Asteri bleues
8246,アステリＦガード・青,Gardes Asteri F bleues
8247,アステリFZガード・青,Gardes Asteri FZ bleues
8248,アステリHSガード・青,Gardes Asteri HS bleues
8249,アステリGSガード・青,Gardes Asteri GS bleues
8250,アステリGPガード・青,Gardes Asteri GP bleues
8251,アステリアーム・赤,Brassards Asteri rouges
8252,アステリＦアーム・赤,Brassards Asteri F rouges
8253,アステリFZアーム・赤,Brassards Asteri FZ rouges
8254,アステリHSアーム・赤,Brassards Asteri HS rouges
8255,アステリGSアーム・赤,Brassards Asteri GS rouges
8256,アステリGPアーム・赤,Brassards Asteri GP rouges
8257,アステリガード・赤,Gardes Asteri rouges
8258,アステリＦガード・赤,Gardes Asteri F rouges
8259,アステリFZガード・赤,Gardes Asteri FZ rouges
8260,アステリHSガード・赤,Gardes Asteri HS rouges
8261,アステリGSガード・赤,Gardes Asteri GS rouges
8262,アステリGPガード・赤,Gardes Asteri GP rouges
8263,アステリアーム・黒,Brassards Asteri noirs
8264,アステリＦアーム・黒,Brassards Asteri F noirs
8265,アステリFZアーム・黒,Brassards Asteri FZ noirs
8266,アステリHSアーム・黒,Brassards Asteri HS noirs
8267,アステリGSアーム・黒,Brassards Asteri GS noirs
8268,アステリGPアーム・黒,Brassards Asteri GP noirs
8269,アステリガード・黒,Gardes Asteri noires
8270,アステリＦガード・黒,Gardes Asteri F noires
8271,アステリFZガード・黒,Gardes Asteri FZ noires
8272,アステリHSガード・黒,Gardes Asteri HS noires
8273,アステリGSガード・黒,Gardes Asteri GS noires
8274,アステリGPガード・黒,Gardes Asteri GP noires
8275,ルケーゼアーム,Brassards Lucchese
8276,ルケーゼＦアーム,Brassards Lucchese F
8277,ルケーゼFYアーム,Brassards Lucchese FY
8278,ルケーゼHSアーム,Brassards Lucchese HS
8279,ルケーゼＧアーム,Brassards Lucchese G
8280,ルケーゼGFアーム,Brassards Lucchese GF
8281,ルケーゼGXアーム,Brassards Lucchese GX
8282,ルケーゼガード,Gardes Lucchese
8283,ルケーゼＦガード,Gardes Lucchese F
8284,ルケーゼFYガード,Gardes Lucchese FY
8285,ルケーゼHSガード,Gardes Lucchese HS
8286,ルケーゼＧガード,Gardes Lucchese G
8287,ルケーゼGFガード,Gardes Lucchese GF
8288,ルケーゼGXガード,Gardes Lucchese GX
8289,オリクトＧアーム,Brassards Orykto G
8290,オリクトGFアーム,Brassards Orykto GF
8291,オリクトGXアーム,Brassards Orykto GX
8292,オリクトＧガード,Gardes Orykto G
8293,オリクトGFガード,Gardes Orykto GF
8294,オリクトGXガード,Gardes Orykto GX
8295,ボニトアーム,
8296,ボニトＦアーム,
8297,ボニトFYアーム,
8298,ボニトHSアーム,
8299,ボニトＧアーム,
8300,ボニトGFアーム,
8301,ボニトGXアーム,
8302,ボニトガード,
8303,ボニトＦガード,
8304,ボニトFYガード,
8305,ボニトHSガード,
8306,ボニトＧガード,
8307,ボニトGFガード,
8308,ボニトGXガード,
8309,司銀Ｇ【篭手】,
8310,司銀GF【篭手】,
8311,司銀GX【篭手】,
8312,操銀Ｇ【篭手】,
8313,操銀GF【篭手】,
8314,操銀GX【篭手】,
8315,ハルドアーム,Brassards Harudo
8316,ハルドＦアーム,Brassards Harudo F
8317,ハルドFXアーム,Brassards Harudo FX
8318,ハルドＧアーム,Brassards Harudo G
8319,ハルドGFアーム,Brassards Harudo GF
8320,ハルドガード,Gardes Harudo
8321,ハルドＦガード,Gardes Harudo F
8322,ハルドFXガード,Gardes Harudo FX
8323,ハルドＧガード,Gardes Harudo G
8324,ハルドGFガード,Gardes Harudo GF
8325,グレアアーム,Brassards Gureado
8326,グレアＦアーム,Brassards Gureado F
8327,グレアFXアーム,Brassards Gureado FX
8328,グレアＧアーム,Brassards Gureado G
8329,グレアGFアーム,Brassards Gureado GF
8330,グレアガード,Gardes Gureado
8331,グレアＦガード,Gardes Gureado F
8332,グレアFXガード,Gardes Gureado FX
8333,グレアＧガード,Gardes Gureado G
8334,グレアGFガード,Gardes Gureado GF
8335,アカムトＧサクンペ,
8336,アカムトGFサクンペ,
8337,アカムトGXサクンペ,
8338,アカムトＧノキリペ,
8339,アカムトGFノキリペ,
8340,アカムトGXノキリペ,
8341,ガノンＧアーム,Brassards Plesioth G
8342,ガノンGFアーム,Brassards Plesioth GF
8343,ガノンGXアーム,Brassards Plesioth GX
8344,ガノンＧガード,Gardes Plesioth G
8345,ガノンGFガード,Gardes Plesioth GF
8346,ガノンGXガード,Gardes Plesioth GX
8347,ヒプックＧアーム,
8348,ヒプックGFアーム,
8349,ヒプックGXアーム,
8350,ヒプックＧガード,
8351,ヒプックGFガード,
8352,ヒプックGXガード,
8353,ブリッツGXアーム,
8354,ブリッツGXグローブ,
8355,ストロマGXアーム,Brassards Stroma GX
8356,ストロマGXガード,Gardes Stroma GX
8357,ディボアGXアーム,Brassards Diboa GX
8358,ディボアGXガード,Gardes Diboa GX
8359,レグヌムアーム・白,Brassards Regnum blancs
8360,レグヌムＦアーム・白,Brassards Regnum F blancs
8361,レグヌムFZアーム・白,Brassards Regnum FZ blancs
8362,レグヌムHSアーム・白,Brassards Regnum HS blancs
8363,レグヌムGSアーム・白,Brassards Regnum GS blancs
8364,レグヌムGPアーム・白,Brassards Regnum GP blancs
8365,レグヌムガード・白,Gardes Regnum blanches
8366,レグヌムＦガード・白,Gardes Regnum F blanches
8367,レグヌムFZガード・白,Gardes Regnum FZ blanches
8368,レグヌムHSガード・白,Gardes Regnum HS blanches
8369,レグヌムGSガード・白,Gardes Regnum GS blanches
8370,レグヌムGPガード・白,Gardes Regnum GP blanches
8371,レグヌムアーム・青,Brassards Regnum bleus
8372,レグヌムＦアーム・青,Brassards Regnum F bleus
8373,レグヌムFZアーム・青,Brassards Regnum FZ bleus
8374,レグヌムHSアーム・青,Brassards Regnum HS bleus
8375,レグヌムGSアーム・青,Brassards Regnum GS bleus
8376,レグヌムGPアーム・青,Brassards Regnum GP bleus
8377,レグヌムガード・青,Gardes Regnum bleues
8378,レグヌムＦガード・青,Gardes Regnum F bleues
8379,レグヌムFZガード・青,Gardes Regnum FZ bleues
8380,レグヌムHSガード・青,Gardes Regnum HS bleues
8381,レグヌムGSガード・青,Gardes Regnum GS bleues
8382,レグヌムGPガード・青,Gardes Regnum GP bleues
8383,レグヌムアーム・赤,Brassards Regnum rouges
8384,レグヌムＦアーム・赤,Brassards Regnum F rouges
8385,レグヌムFZアーム・赤,Brassards Regnum FZ rouges
8386,レグヌムHSアーム・赤,Brassards Regnum HS rouges
8387,レグヌムGSアーム・赤,Brassards Regnum GS rouges
8388,レグヌムGPアーム・赤,Brassards Regnum GP rouges
8389,レグヌムガード・赤,Gardes Regnum rouges
8390,レグヌムＦガード・赤,Gardes Regnum F rouges
8391,レグヌムFZガード・赤,Gardes Regnum FZ rouges
8392,レグヌムHSガード・赤,Gardes Regnum HS rouges
8393,レグヌムGSガード・赤,Gardes Regnum GS rouges
8394,レグヌムGPガード・赤,Gardes Regnum GP rouges
8395,レグヌムアーム・茶,Brassards Regnum bruns
8396,レグヌムＦアーム・茶,Brassards Regnum F bruns
8397,レグヌムFZアーム・茶,Brassards Regnum FZ bruns
8398,レグヌムHSアーム・茶,Brassards Regnum HS bruns
8399,レグヌムGSアーム・茶,Brassards Regnum GS bruns
8400,レグヌムGPアーム・茶,Brassards Regnum GP bruns
8401,レグヌムガード・茶,Gardes Regnum brunes
8402,レグヌムＦガード・茶,Gardes Regnum F brunes
8403,レグヌムFZガード・茶,Gardes Regnum FZ brunes
8404,レグヌムHSガード・茶,Gardes Regnum HS brunes
8405,レグヌムGSガード・茶,Gardes Regnum GS brunes
8406,レグヌムGPガード・茶,Gardes Regnum GP brunes
8407,マリンアーム・青,Brassards Marin bleus
8408,マリンＦアーム・青,Brassards Marin F bleus
8409,マリンFZアーム・青,Brassards Marin FZ bleus
8410,マリンHSアーム・青,Brassards Marin HS bleus
8411,マリンGSアーム・青,Brassards Marin GS bleus
8412,マリンGPアーム・青,Brassards Marin GP bleus
8413,マリンガード・青,Gardes Marin bleues
8414,マリンＦガード・青,Gardes Marin F bleues
8415,マリンFZガード・青,Gardes Marin FZ bleues
8416,マリンHSガード・青,Gardes Marin HS bleues
8417,マリンGSガード・青,Gardes Marin GS bleues
8418,マリンGPガード・青,Gardes Marin GP bleues
8419,マリンアーム・桃,Brassards Marin roses
8420,マリンＦアーム・桃,Brassards Marin F roses
8421,マリンFZアーム・桃,Brassards Marin FZ roses
8422,マリンHSアーム・桃,Brassards Marin HS roses
8423,マリンGSアーム・桃,Brassards Marin GS roses
8424,マリンGPアーム・桃,Brassards Marin GP roses
8425,マリンガード・桃,Gardes Marin roses
8426,マリンＦガード・桃,Gardes Marin F roses
8427,マリンFZガード・桃,Gardes Marin FZ roses
8428,マリンHSガード・桃,Gardes Marin HS roses
8429,マリンGSガード・桃,Gardes Marin GS roses
8430,マリンGPガード・桃,Gardes Marin GP roses
8431,マリンアーム・白,Brassards Marin blancs
8432,マリンＦアーム・白,Brassards Marin F blancs
8433,マリンFZアーム・白,Brassards Marin FZ blancs
8434,マリンHSアーム・白,Brassards Marin HS blancs
8435,マリンGSアーム・白,Brassards Marin GS blancs
8436,マリンGPアーム・白,Brassards Marin GP blancs
8437,マリンガード・白,Gardes Marin blanches
8438,マリンＦガード・白,Gardes Marin F blanches
8439,マリンFZガード・白,Gardes Marin FZ blanches
8440,マリンHSガード・白,Gardes Marin HS blanches
8441,マリンGSガード・白,Gardes Marin GS blanches
8442,マリンGPガード・白,Gardes Marin GP blanches
8443,マリンアーム・黒,Brassards Marin noirs
8444,マリンＦアーム・黒,Brassards Marin F noirs
8445,マリンFZアーム・黒,Brassards Marin FZ noirs
8446,マリンHSアーム・黒,Brassards Marin HS noirs
8447,マリンGSアーム・黒,Brassards Marin GS noirs
8448,マリンGPアーム・黒,Brassards Marin GP noirs
8449,マリンガード・黒,Gardes Marin noires
8450,マリンＦガード・黒,Gardes Marin F noires
8451,マリンFZガード・黒,Gardes Marin FZ noires
8452,マリンHSガード・黒,Gardes Marin HS noires
8453,マリンGSガード・黒,Gardes Marin GS noires
8454,マリンGPガード・黒,Gardes Marin GP noires
8455,ルフレアーム・青,Brassards Rufre bleus
8456,ルフレＦアーム・青,Brassards Rufre F bleus
8457,ルフレFZアーム・青,Brassards Rufre FZ bleus
8458,ルフレHSアーム・青,Brassards Rufre HS bleus
8459,ルフレGSアーム・青,Brassards Rufre GS bleus
8460,ルフレGPアーム・青,Brassards Rufre GP bleus
8461,ルフレガード・青,Gardes Rufre bleues
8462,ルフレＦガード・青,Gardes Rufre F bleues
8463,ルフレFZガード・青,Gardes Rufre FZ bleues
8464,ルフレHSガード・青,Gardes Rufre HS bleues
8465,ルフレGSガード・青,Gardes Rufre GS bleues
8466,ルフレGPガード・青,Gardes Rufre GP bleues
8467,ルフレアーム・白,Brassards Rufre blancs
8468,ルフレＦアーム・白,Brassards Rufre F blancs
8469,ルフレFZアーム・白,Brassards Rufre FZ blancs
8470,ルフレHSアーム・白,Brassards Rufre HS blancs
8471,ルフレGSアーム・白,Brassards Rufre GS blancs
8472,ルフレGPアーム・白,Brassards Rufre GP blancs
8473,ルフレガード・白,Gardes Rufre blanches
8474,ルフレＦガード・白,Gardes Rufre F blanches
8475,ルフレFZガード・白,Gardes Rufre FZ blanches
8476,ルフレHSガード・白,Gardes Rufre HS blanches
8477,ルフレGSガード・白,Gardes Rufre GS blanches
8478,ルフレGPガード・白,Gardes Rufre GP blanches
8479,ルフレアーム・赤,Brassards Rufre rouges
8480,ルフレＦアーム・赤,Brassards Rufre F rouges
8481,ルフレFZアーム・赤,Brassards Rufre FZ rouges
8482,ルフレHSアーム・赤,Brassards Rufre HS rouges
8483,ルフレGSアーム・赤,Brassards Rufre GS rouges
8484,ルフレGPアーム・赤,Brassards Rufre GP rouges
8485,ルフレガード・赤,Gardes Rufre rouges
8486,ルフレＦガード・赤,Gardes Rufre F rouges
8487,ルフレFZガード・赤,Gardes Rufre FZ rouges
8488,ルフレHSガード・赤,Gardes Rufre HS rouges
8489,ルフレGSガード・赤,Gardes Rufre GS rouges
8490,ルフレGPガード・赤,Gardes Rufre GP rouges
8491,ルフレアーム・黒,Brassards Rufre noirs
8492,ルフレＦアーム・黒,Brassards Rufre F noirs
8493,ルフレFZアーム・黒,Brassards Rufre FZ noirs
8494,ルフレHSアーム・黒,Brassards Rufre HS noirs
8495,ルフレGSアーム・黒,Brassards Rufre GS noirs
8496,ルフレGPアーム・黒,Brassards Rufre GP noirs
8497,ルフレガード・黒,Gardes Rufre noires
8498,ルフレＦガード・黒,Gardes Rufre F noires
8499,ルフレFZガード・黒,Gardes Rufre FZ noires
8500,ルフレHSガード・黒,Gardes Rufre HS noires
8501,ルフレGSガード・黒,Gardes Rufre GS noires
8502,ルフレGPガード・黒,Gardes Rufre GP noires
8503,CEケブラー腕：剣青,Bras CE Lame bleus
8504,CEケブラーＦ腕：剣青,Bras CE Lame bleus
8505,CEケブラーFZ腕：剣青,Bras CE Lame bleus
8506,CEケブラーHS腕：剣青,Bras CE Lame bleus
8507,CEケブラーGS腕：剣青,Bras CE Lame bleus
8508,CEケブラーGP腕：剣青,Bras CE Lame bleus
8509,CEケブラー腕：弓青,Bras CE Arc bleus
8510,CEケブラーＦ腕：弓青,Bras CE Arc bleus
8511,CEケブラーFZ腕：弓青,Bras CE Arc bleus
8512,CEケブラーHS腕：弓青,Bras CE Arc bleus
8513,CEケブラーGS腕：弓青,Bras CE Arc bleus
8514,CEケブラーGP腕：弓青,Bras CE Arc bleus
8515,CEケブラー腕：剣赤,Bras CE Lame rouges
8516,CEケブラーＦ腕：剣赤,Bras CE Lame rouges
8517,CEケブラーFZ腕：剣赤,Bras CE Lame rouges
8518,CEケブラーHS腕：剣赤,Bras CE Lame rouges
8519,CEケブラーGS腕：剣赤,Bras CE Lame rouges
8520,CEケブラーGP腕：剣赤,Bras CE Lame rouges
8521,CEケブラー腕：弓赤,Bras CE Arc rouges
8522,CEケブラーＦ腕：弓赤,Bras CE Arc rouges
8523,CEケブラーFZ腕：弓赤,Bras CE Arc rouges
8524,CEケブラーHS腕：弓赤,Bras CE Arc rouges
8525,CEケブラーGS腕：弓赤,Bras CE Arc rouges
8526,CEケブラーGP腕：弓赤,Bras CE Arc rouges
8527,CEケブラー腕：剣白,Bras CE Lame blancs
8528,CEケブラーＦ腕：剣白,Bras CE Lame blancs
8529,CEケブラーFZ腕：剣白,Bras CE Lame blancs
8530,CEケブラーHS腕：剣白,Bras CE Lame blancs
8531,CEケブラーGS腕：剣白,Bras CE Lame blancs
8532,CEケブラーGP腕：剣白,Bras CE Lame blancs
8533,CEケブラー腕：弓白,Bras CE Arc blancs
8534,CEケブラーＦ腕：弓白,Bras CE Arc blancs
8535,CEケブラーFZ腕：弓白,Bras CE Arc blancs
8536,CEケブラーHS腕：弓白,Bras CE Arc blancs
8537,CEケブラーGS腕：弓白,Bras CE Arc blancs
8538,CEケブラーGP腕：弓白,Bras CE Arc blancs
8539,CEケブラー腕：剣黒,Bras CE Lame noirs
8540,CEケブラーＦ腕：剣黒,Bras CE Lame noirs
8541,CEケブラーFZ腕：剣黒,Bras CE Lame noirs
8542,CEケブラーHS腕：剣黒,Bras CE Lame noirs
8543,CEケブラーGS腕：剣黒,Bras CE Lame noirs
8544,CEケブラーGP腕：剣黒,Bras CE Lame noirs
8545,CEケブラー腕：弓黒,Bras CE Arc noirs
8546,CEケブラーＦ腕：弓黒,Bras CE Arc noirs
8547,CEケブラーFZ腕：弓黒,Bras CE Arc noirs
8548,CEケブラーHS腕：弓黒,Bras CE Arc noirs
8549,CEケブラーGS腕：弓黒,Bras CE Arc noirs
8550,CEケブラーGP腕：弓黒,Bras CE Arc noirs
8551,ABレイヤー腕：剣赤,
8552,ABレイヤーＦ腕：剣赤,
8553,ABレイヤーFZ腕：剣赤,
8554,ABレイヤーHS腕：剣赤,
8555,ABレイヤーGS腕：剣赤,
8556,ABレイヤーGP腕：剣赤,
8557,ABレイヤー腕：弓赤,
8558,ABレイヤーＦ腕：弓赤,
8559,ABレイヤーFZ腕：弓赤,
8560,ABレイヤーHS腕：弓赤,
8561,ABレイヤーGS腕：弓赤,
8562,ABレイヤーGP腕：弓赤,
8563,ABレイヤー腕：剣青,
8564,ABレイヤーＦ腕：剣青,
8565,ABレイヤーFZ腕：剣青,
8566,ABレイヤーHS腕：剣青,
8567,ABレイヤーGS腕：剣青,
8568,ABレイヤーGP腕：剣青,
8569,ABレイヤー腕：弓青,
8570,ABレイヤーＦ腕：弓青,
8571,ABレイヤーFZ腕：弓青,
8572,ABレイヤーHS腕：弓青,
8573,ABレイヤーGS腕：弓青,
8574,ABレイヤーGP腕：弓青,
8575,ABレイヤー腕：剣黒,
8576,ABレイヤーＦ腕：剣黒,
8577,ABレイヤーFZ腕：剣黒,
8578,ABレイヤーHS腕：剣黒,
8579,ABレイヤーGS腕：剣黒,
8580,ABレイヤーGP腕：剣黒,
8581,ABレイヤー腕：弓黒,
8582,ABレイヤーＦ腕：弓黒,
8583,ABレイヤーFZ腕：弓黒,
8584,ABレイヤーHS腕：弓黒,
8585,ABレイヤーGS腕：弓黒,
8586,ABレイヤーGP腕：弓黒,
8587,ABレイヤー腕：剣白,
8588,ABレイヤーＦ腕：剣白,
8589,ABレイヤーFZ腕：剣白,
8590,ABレイヤーHS腕：剣白,
8591,ABレイヤーGS腕：剣白,
8592,ABレイヤーGP腕：剣白,
8593,ABレイヤー腕：弓白,
8594,ABレイヤーＦ腕：弓白,
8595,ABレイヤーFZ腕：弓白,
8596,ABレイヤーHS腕：弓白,
8597,ABレイヤーGS腕：弓白,
8598,ABレイヤーGP腕：弓白,
8599,ブロンテアーム,Brassards Bronte
8600,ブロンテＦアーム,Brassards Bronte F
8601,ブロンテFZアーム,Brassards Bronte FZ
8602,ブロンテHSアーム,Brassards Bronte HS
8603,ブロンテGSアーム,Brassards Bronte GS
8604,ブロンテGPアーム,Brassards Bronte GP
8605,ブロンテガード,Gardes Bronte
8606,ブロンテＦガード,Gardes Bronte F
8607,ブロンテFZガード,Gardes Bronte FZ
8608,ブロンテHSガード,Gardes Bronte HS
8609,ブロンテGSガード,Gardes Bronte GS
8610,ブロンテGPガード,Gardes Bronte GP
8611,ソレーネアーム,Brassards Solene
8612,ソレーネＦアーム,Brassards Solene F
8613,ソレーネFZアーム,Brassards Solene FZ
8614,ソレーネHSアーム,Brassards Solene HS
8615,ソレーネGSアーム,Brassards Solene GS
8616,ソレーネGPアーム,Brassards Solene GP
8617,ソレーネガード,Gardes Solene
8618,ソレーネＦガード,Gardes Solene F
8619,ソレーネFZガード,Gardes Solene FZ
8620,ソレーネHSガード,Gardes Solene HS
8621,ソレーネGSガード,Gardes Solene GS
8622,ソレーネGPガード,Gardes Solene GP
8623,ラピヌアーム,Brassards Lapine
8624,ラピヌＦアーム,Brassards Lapine F
8625,ラピヌFZアーム,Brassards Lapine FZ
8626,ラピヌHSアーム,Brassards Lapine HS
8627,ラピヌGSアーム,Brassards Lapine GS
8628,ラピヌGPアーム,Brassards Lapine GP
8629,ラピヌガード,Gardes Lapine
8630,ラピヌＦガード,Gardes Lapine F
8631,ラピヌFZガード,Gardes Lapine FZ
8632,ラピヌHSガード,Gardes Lapine HS
8633,ラピヌGSガード,Gardes Lapine GS
8634,ラピヌGPガード,Gardes Lapine GP
8635,マゴスGPアーム・黄,Brassards Magos GP jaunes
8636,マゴスGPガード・黄,Gardes Magos GP jaunes
8637,マゴスGPアーム・赤,Brassards Magos GP rouges
8638,マゴスGPガード・赤,Gardes Magos GP rouges
8639,マゴスGPアーム・水,
8640,マゴスGPガード・水,
8641,マゴスGPアーム・青,Brassards Magos GP bleus
8642,マゴスGPガード・青,Gardes Magos GP bleues
8643,ユクモノコテ・天,
8644,ユクモノコテＧ・天,
8645,ユクモノコテGF・天,
8646,ユクモノコテGX・天,
8647,フロガダＧアーム,Brassards Furogada G
8648,フロガダGFアーム,Brassards Furogada GF
8649,フロガダGXアーム,Brassards Furogada GX
8650,ユクモノコテ・地,
8651,ユクモノコテＧ・地,
8652,ユクモノコテGF・地,
8653,ユクモノコテGX・地,
8654,フロガダＧガード,Gardes Furogada G
8655,フロガダGFガード,Gardes Furogada GF
8656,フロガダGXガード,Gardes Furogada GX
8657,ダミー,
8658,ダミー,
8659,ダミー,
8660,ダミー,
8661,ランセＧアーム,Brassards Rance G
8662,ランセGFアーム,Brassards Rance GF
8663,ランセGXアーム,Brassards Rance GX
8664,ダミー,
8665,ダミー,
